# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
10324,The Great Moongraze Hunt,"Well done, $n! Well done!

Now that you've cut your teeth with the moongraze stag, it's time you graduated to more formidable prey. Do not allow the casual disinterest of the moongraze bucks to fool you: when provoked, they are a fearsome foe.

You'll find the bucks north of here. Good hunting.",Return to Acteon at Azure Watch in Azuremyst Isle.,"Wonderful! You're turning into quite the hunter, $N.

How would you like to look more like me? Well here is your chance! While you were out hunting, I fashioned these items out of some buck hides I had laying around. Take your pick!",680,175,0,0,9454,4,0,0,0,0,0,0,0,0,17110,-4450.0,-11983.0
10350,Behomat,"While you have learned many hard lessons from me during our time together, it is time that I entrusted you to wiser hands.

Behomat, who trained me when I was as green as grass, will be your new teacher. I have told him that you will be seeking him out, and he is expecting you.

You will find him at the center of the Warriors' Terrace, at the highest point of the Traders Tier of the Exodar.",,"Ah, so you've finally come. I am Behomat, and I will instruct you in the ways of the $c arts. Ruada told me of your trial against the ravager, and I am impressed. And I have a gift for you.

What we have scavenged from the wreckage of the Exodar is little, and must be given to those most able. Please take a weapon suited to your fighting style and carry it with the knowledge you have earned it.

And speaking of fighting styles, it's time you learned something new.",510,0,0,0,9582,10,0,0,0,0,0,0,0,0,17480,-4189.0,-11654.0
10352,A Donation of Wool,,Return to Raedon Duskstriker in Teldrassil.,"Wonderful! We thank you for your generous donation, $N!",170,0,0,0,0,12,0,0,0,0,0,0,0,0,14725,10076.0,2261.0
10359,A Donation of Wool,,Return to Sorim Lightsong in Eversong Woods.,"Wonderful! We thank you for your generous donation, $N!",170,0,0,0,0,12,0,0,0,0,0,0,0,0,20612,9730.0,-7086.0
10364,Caedmos,"You have come far in a short time, $n. Faster than I had expected or hoped. It is time that you continued your training under the tutelage of Caedmos.

I have sent word to him at the Exodar to expect you. You'll find him in the Anchorites' Sanctum near the entrance of the Vault of Lights.",,,170,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-3968.0,-11473.0
10366,Jol,"The path of the Light and purity is not an easy one to walk, $n. Even I, at times, struggle with following its course.

You should seek out my master, Jol, at the Exodar. She trained me when I was beginning my journey, and I believe she will find in you a new star pupil.

You will find Jol in the Vault of Lights of the Exodar at the Vindicators' Sanctum, a room surrounded by a vibrant glow of light.",,"$N, I have been expecting you.

Tullas has sung your praises and I am eager to continue your training on the path of Light. When you are ready to unlock greater understanding of your abilities and power, I will guide you.",170,0,0,0,0,12,0,0,0,0,0,0,0,0,17483,-4192.0,-11472.0
10371,Yorus Barleybrew,"A dwarven warrior known as Yorus Barleybrew has issued a challenge to all skilled Alliance warriors.

He waits at the Lakeshire Inn, in a place known as the Redridge Mountains in the Eastern Kingdoms. The journey will be long, but it'll be worth it for you to test yourself, $N.",,"Hah! So you heard of my challenge, did you?

Well sit down and listen. Have a drink, and savor it... because it might be your last.",170,0,0,0,0,20,0,0,0,0,0,0,0,0,16771,-9223.0,-2148.0
10372,A Discreet Inquiry,"Eralan, an associate of mine in Tranquillien, has made an inquiry about securing some help for an urgent job.

Now, I don't know what she has in mind because I don't ask questions, but you've proven yourself more than capable. I want you to travel to Tranquillien in the Ghostlands and have a word with Eralan.

She may be a bit gruff, but she's trustworthy.",,"I was beginning to wonder if Zelanis received that letter.

Good. Let's get to work.",170,0,0,0,0,16,0,0,0,0,0,0,0,0,16684,7512.0,-6841.0
10376,Symbol of Hope,,,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-3968.0,-11473.0
10377,Nothing to Fear,,,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-3968.0,-11473.0
10378,Consume Magic,,,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9939.0,-7044.0
10379,Touch of Weakness,,,"Ah. good, another has arrived. Time may not matter to me, but to you it is of the essence. There is much for you to learn and there is much I wish to teach you. You simply must prove your worth. Do that, and you shall be greatly rewarded.",0,0,0,0,10638,10,0,0,0,0,0,0,0,0,0,9939.0,-7044.0
10383,This is a Breadcrumb!,Hello. You should find out about those wabbits.,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
10428,The Missing Fisherman,"In the fevered dreams of our injured guest, she spoke of a fisherman, Cowlen, who was in some distress at Silvermyst Isle, to the southwest, off the coast of Azuremyst.

With all that has been happening, no one has had the opportunity to look into it, but I do feel a bit of worry. Perhaps there's something you can do, $n?",,"My family... What have I done... What could I have done?

Why must I be punished so?",510,0,0,0,0,8,0,0,0,0,0,0,0,0,17488,-5358.0,-11175.0
10454,FLAG - OFF THE RAILS,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
10490,Call of Water,"I'm sensing that it's been a while since last you were tested. This is because Farseer Nobundo has been asking for you.

You must have grown greatly in wisdom because you are being called to learn the mysteries of the element of water.

I trust that you remember how to take the boat from Auberdine in Darkshore on Kalimdor back to the Exodar? And that you remember where to find the farseer at the Crystal Hall inside the Exodar, yes?",,"We meet again. I have been watching your progress from afar, $c, and I am pleased.

The time has come for you to commune with the element of water, to learn its mysteries and give yourself over to the water so that you might in turn learn to master it.",340,0,0,0,0,20,0,0,0,0,0,0,0,0,20407,-3843.0,-11382.0
10500,The Horde Needs Your Help!,"Hello, I'm glad that you've decided to hear me out. The Horde needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, $N!

You should go speak with the guy in charge, Warlord Gorchuk. What do you say, $c? Will you help out with the vital preparations?",,"Throm'ka, $c! Good to see so many of the Horde, such as yourself, $N, coming out to lend your support in laying the groundwork for the upcoming Ahn'Qiraj War. The effort here will ensure that we are victorious against the Silithid and their evil masters hidden away inside Ahn'Qiraj.

So now that you are here, be sure to speak with the various collectors and offer your assistance in gathering those materials that you are suited to.",170,0,0,0,0,1,0,0,0,0,0,0,0,0,21155,1582.0,-4185.0
10501,The Alliance Needs Your Help!,"Hello, I'm glad that you've decided to hear me out. The Alliance needs all of the help that it can get to prepare for the Ahn'Qiraj War, and that means that we need you! Even now as we speak, official collectors are gathering the necessary material needed for the upcoming war, but we won't be able to meet our goals without your assistance, $N!

You should go speak with the guy in charge, Field Marshal Snowfall. What do you say, $c? Will you help out with the vital preparations?",,,170,0,0,0,0,1,0,0,0,0,0,0,0,0,21156,-4977.0,-1172.0
10529,The Hunter's Path,"Lieutenant Dawnrunner at Farstrider Retreat has requested an audience with all able hunters. It would greatly benefit you to seek her out, $N. She is a beacon of wisdom for those of our calling.

Farstrider Retreat lies south of Silvermoon City.",,"$N, it is good you have come. Our list of allies grows thin, and even those who share our cause are not completely trusted. It is because of this that we, the rangers, turn to nature for aid.

In the allies of the forest we find a deep bond that does not know deceit.",170,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8981.0,-7458.0
10530,The Hunter's Path,"Lieutenant Dawnrunner at Farstrider Retreat has requested an audience with all able hunters. It would greatly benefit you to seek her out, $N. She is a beacon of wisdom for those of our calling.

Farstrider Retreat lies south of Silvermoon City.",,"$N, it is good you have come. Our list of allies grows thin, and even those who share our cause are not completely trusted. It is because of this that we, the rangers, turn to nature for aid.

In the allies of the forest we find a deep bond that does not know deceit.",170,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8981.0,-7458.0
10534,Returning Home,"A $r $c...

Yes, there was a priest of your order here recently, $n. He told me it was time you returned to the Exodar met with Caedmos. There was a sense of urgency in his request, so I wouldn't take too long to see him.",,,170,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-3968.0,-11473.0
10539,Returning Home,"A $r $c...

Yes, there was a priest of your order here recently, $n. He told me it was time you returned to the Exodar met with Caedmos. There was a sense of urgency in his request, so I wouldn't take too long to see him.",,,170,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-3968.0,-11473.0
10548,The Sad Truth,"Remember how I told you about the fat merchant who was looking for that ring? As it turns out, he had his archeologist son looking for the thing and it didn't turn out so well. By not so well I mean they killed him and shrunk his head.

Now this might seem cold, calculating, and exceptionally callous, but he'd pay a lot to get his son's head back. Sounds like the perfect job for you!

Go east until you find the troll ruins of Zeb'Tela and Zeb'Nowa. You're bound to find it one of the chests there.",Return to Eralan at Tranquillien in Ghostlands.,"Oh, wow. That is not pretty. I'm sure the merchant will appreciate it more than me.

As payment, the merchant offered to buy one of my special stock items for you, so take your pick sweetie!",850,0,0,0,9491,16,0,0,0,0,0,0,0,0,16268,6805.0,-7339.0
